ADDIE & CO,HO,Waterman HouseWC2B 6TP,020 7395 3740,operations@sra.org.uk, 020 7395 3750,: http://www.addielaw.com,281106
ADDLESHAW GODDARD LLP,HO,Milton GateEC1Y 4AG,020 7606 8855,operations@sra.org.uk, 020 7606 4390,: http://www.addleshawgoddard.com,440721
ADDLESHAW GODDARD LLP,BRN,100 Barbirolli SquareM2 3AB,0161 934 6000,operations@sra.org.uk, 0161 934 6060,,440725
ADDLESHAW GODDARD LLP,BRN,Sovereign HouseLS1 1HQ,0113 209 2000,operations@sra.org.uk, 0113 209 2060,,440726
ADDLESHAW GODDARD LLP,BRN,40 Lime StreetEC3M 7AW,0207 606 8855,operations@sra.org.uk, 020 7606 4390,,496593
ADDLESTONE KEANE SOLICITORS,HO,Carlton TowerLS1 2QB,0113 244 6700,brianaddlestone@aklaw.co.uk, 0113 244 6680,,75086
ADLEX SOLICITORS,HO,76a Belsize LaneNW3 5BJ,020 7317 8404,adamt@adlexsolicitors.co.uk, 020 7317 8405,: http://www.adlexsolicitors.co.uk,344672
AEQUITAS LAW LIMITED LIABILITY PARTNERSHIP,HO,Flat 4W1K 3ND,0207 495 2776,operations@sra.org.uk, 0207 495 1005,,353041
AGAPE SOLICITORS,HO,1st FloorHA8 0BB,020 8952  9694,agapesolicitors@aol.com, 020 8951 5565,,364300
AHMUD & CO SOLICITORS,HO,137-139 Brent StreetNW4 4DJ,020 8886 1111,operations@sra.org.uk, 020 8886 2244,: http://www.ja-solicitors.com,407654
AJR SOLICITORS,HO,Whyte GablesGU22 8UQ,01932 342107,alistair@ajrlegal.com,,,442388
ALBION GEE & COMPANY,HO,12 Chiswick LaneW4 2JE,020 8742 7600,operations@sra.org.uk, 020 8742 7666,,46001
ALEN-BUCKLEY & CO,HO,2-4 Bennet CourtSW17 7EG,020 8767 8336,general@alen-buckley.co.uk, 020 8767 1241,: http://www.alen.buckley.co.uk,76486
ALEXANDER JLO,HO,11 Lanark SquareE14 9RE,020 7537 7000,info@london-law.co.uk, 0207 538 2442,: http://www.london-law.co.uk,258699
ALEXANDER JLO,BRN,138-148 Cambridge Heath RoadE1 5QJ,020 7791 3600,info@london-law.co.uk, 020 7790 5865,: http://www.london-law.co.uk,345120
ALEXANDER JLO,BRN,7a The BroadwayE4 9QL,0208 527 3401,operations@sra.org.uk, 0208 527 6196,,420822
ALEXANDER JLO,BRN,Second FloorE14 9GL,020 7531 8820,operations@sra.org.uk, 020 7531 8830,,471764
ALEXANDER MARKS LLP,HO,55 Queen Anne StreetW1G 9JR,020 7317 1166,cavi@amlaw.co.uk, 020 7224 1474,: http://www.amlaw.co.uk,445226
ALFRED PLACE  LIMITED,HO,50 BroadwaySW1H 0BL,020 7227 7000,enquirieslondon@bdlb-law.co.uk, 020 7222 3480,: http://www.bdb.law.co.uk,204864
ALFRED TRUMAN,HO,5 Sheep StreetOX26 6JB,01869 252761,alfred@trumans.co.uk, 01869 246619,: http://www.alfredtrumansolicitors.com,56768
ALISTAIR HARPER & CO,HO,Broadway ChambersRH16 3AB,01444 457890,enquiries@alistairharper.co.uk, 01444 451455,: http://www.alistairharper.co.uk,80119
ALLAN JANES LLP,HO,21-23 Easton StreetHP11 1NT,01494 521301,enquiries@allanjanes.com, 01494 442315,: http://www.allanjanes.com,400163
ALLEN & OVERY LLP,HO,One Bishops SquareE1 6AD,0203 088 0000,operations@sra.org.uk, 0203 088 0088,,401323
ALLEN & OVERY LLP,BRN,40 Bank StreetE14 5DU,020 3088 0000,operations@sra.org.uk, 020 3088 0088,,402513
ALLETSONS,HO,31 College StreetTA8 1AS,01278 780151,info@alletsons.com, 01278 781004,: http://www.alletsons.com,63740
ALLINGTON HUGHES,BRN,Newgate WalkCH1 1JU,01244 312166,enquiries@allingtonhughes.co.uk, 01244 348876,: http://www.allingtonhughes.co.uk,46081
ALPHA LEXIS LAW FIRM,HO,Boundary HouseWD6 3JP,0845 194 7340,info@alphalexislaw.co.uk, 0845 194 7341,: http://www.alphalexislaw.co.uk,508435
ALSTON ASHBY,BRN,25 Military RoadME4 4JG,01634 842017,email@alstonashby.com, 01634 811036,: http://www.AlstonAshby.co.uk,260999
ALTERMANS,HO,233 Regents Park RoadN3 3LF,020 8346 1777,info@altermans.co.uk, 020 8346 2776,: http://www.altermans.co.uk,370380
AMANDA DOYLE LAW SERVICES LIMITED,HO,12 Knole ParkBS32 4BS,,amanda@doylelaw.co.uk,,,523773
ANDERSON & COMPANY,HO,76 Wallingford RoadOX10 7EU,01865 858 878,enquiries@andersonsolicitors.com, 01865 858 900,: http://www.andersonsolicitors.com,78909
ANDREW HOLLAND LAW LIMITED,HO,Suite 1 The BakeryBD20 6RB,01535 658274,mail@andrewhollandlaw.co.uk, 01535 655120,: http://www.andrewhollandlaw.co.uk,389025
ANDREW JACKSON,HO,Essex HouseHU1 1XH,01482 325242,rob.penrose@andrewjackson.co.uk, 01482 212974,: http://www.andrewjackson.co.uk,51781
ANDREW SUTTON LIMITED,HO,Pearl Assurance HouseNG1 6BX,0115 947 6651,mailbox@abg-law.com, 0115 947 5244,: http://www.abg-law.com,518217
ANDY STINSON SOLICITOR,HO,Unit 33 Ransomes DockSW11 4NP,020 7801 1935,andy@andystinson.com, 020 7228 3649,,327599
ANGEL & CO,HO,1 Green StreetW1K 6RG,020 7495 0555,mail@legalangel-uk.com, 020 7495 7550,: http://www.legalangel-uk.com,77111
ANGELA JACKSON,HO,1 Lonsdale SquareN1 1EN,020 7609 5615,aj@angela-jackson.co.uk, 020 7609 8684,: http://www.angela-jackson.co.uk,79905
ANSONS LLP,HO,St. Marys ChambersWS13 6LQ,01543 263456,operations@sra.org.uk, 01543 250942,: http://www.ansonsllp.com,401970
ANSONS LLP,BRN,Commerce HouseWS11 7FJ,01543 466660,operations@sra.org.uk, 01543 571682,: http://www.ansonsllp.com,401971
ANTHONY COLLINS SOLICITORS LLP,HO,134 Edmund StreetB3 2ES,0121 200 3242,operations@sra.org.uk, 0121 212 7442,: http://www.anthonycollins.com,424137
ANTHONY HARRIS & CO,HO,17 Elm AvenueBH25 6HE,01425 638288,operations@sra.org.uk, 01425 622630,,210936
ANTHONY JAYES LLP,HO,Universal HouseW1T 7JY,0207 291 9110,operations@sra.org.uk, 0207 291 9120,,499528
ANTHONY SEDDON & CO,HO,5th FloorEC4V 3DS,0207 183 1020,info@anthonyseddon.co.uk, 0207 100 9582,: http://www.anthonyseddon.co.uk,439574
ANTINGHAMS SOLICITORS,HO,HollywellSL6 3PH,01628 825 395,mark@antinghams.com, 01628 825 819,: http://www.antinghams.com,443888
AQUILA LAW,HO,33A Teignmouth RoadTQ14 8UR,01626 870280,robinbarrett@aquilalaw.co.uk, 01752 451 939,: http://www.aquilalaw.co.uk,495688
ARCHERS LAW LIMITED LIABILITY PARTNERSHIP,HO,Lakeside HouseTS18 3NB,01642 636500,enquiries@archerslaw.co.uk, 01642 636501,: http://www.archerslaw.co.uk,400107
ARGYLES,HO,43 Albert RoadB79 7JS,01827 56276,janiceh@argylessolicitors.co.uk, 01827 66628,: http://www.argylessolicitors.co.uk,46225
ARMITAGE SYKES LLP,HO,72 New North RoadHD1 5NW,01484 538121,info@armitagesykes.co.uk, 01484 518968,: http://www.armitagesykes.co.uk,422290
ARMITAGE SYKES LLP,BRN,4 Macaulay StreetHD1 2JY,01484 344140,info@armitagesykes.co.uk, 01484 510055,: http://www.armitagesykes.co.uk,422291
ARMITAGE SYKES LLP,BRN,74 New North RoadHD1 5NW,01484 538121,info@armitagesykes.co.uk, 01484 430116,: http://www.armitagesykes.co.uk,422292
ARMITAGE SYKES LLP,BRN,71 Bradford RoadHD6 1RR,01484 714431,info@armitagesykes.co.uk, 01484 400712,: http://www.armitagesykes.co.uk,422293
ARNOLD & PORTER (UK) LLP,HO,International Financial CentreEC2N 1HQ,020 7786 6100,operations@sra.org.uk, 020 7786 6299,: http://www.arnoldporter.com,259382
ARNOLD FOOKS CHADWICK LLP,HO,15 Bolton StreetW1J 8AR,020 7499 3007,info@afclaw.co.uk, 020 7499 3863,: http://www.afclaw.co.uk,462127
ARORA LODHI HEATH,HO,170 High StreetW3 6QZ,020 8993 9995,alh@lawyer.com, 020 8992 2628,: http://www.alhsolicitors.com,72102
ARUAN CONSULTING LIMITED,HO,51 Montpelier WalkSW7 1JH,0207 225 2696,cchia123@hotmail.com,,,496435
ASB ASPIRE LIMITED LIABILITY PARTNERSHIP,HO,Westbrook HouseME14 5DZ,01622 356 000,info@asb-aspire.com, 01622 356 099,: http://www.asb-aspire.com,464040
ASB ASPIRE LIMITED LIABILITY PARTNERSHIP,BRN,Innovis HouseRH10 1AS,01293 603603,info@asb-aspire.com, 01293 603666,: http://www.asb-aspire.com,497217
ASB LAW,HO,Innovis HouseRH10 1AS,01293 603603,crawley@asb-law.com, 01622 656 690,: http://www.asb-law.com,309894
ASB LAW,BRN,Horizon HouseME14 3EN,01622 656500,maidstone@asb-law.com, 01622 656690,,309898
ASB LAW,BRN,18 London RoadRH12 1AY,01403 246800,horsham@asb-law.com, 01403 246838,,309899
ASB LAW,BRN,95 Queens RoadBN1 3XE,01273 828000,brighton@asb-law.com, 01273 828082,,309900
ASB LAW,BRN,44-46 Old SteineBN1 1NH,01273 229900,operations@sra.org.uk, 01273 220025,,523423
ASHFORDS LLP,HO,Ashford HouseEX1 3LH,01392 337 000,info@ashfords.co.uk, 01392 337 001,: http://www.ashfords.co.uk,508761
ASHFORDS LLP,BRN,Gotham HouseEX16 6LT,01884 203000,info@ashfords.co.uk, 01884 203 001,: http://www.ashfords.co.uk,512002
ASHFORDS LLP,BRN,Blackbrook Park AvenueTA1 2PX,01823 284 444,info@ashfords.co.uk, 01823 232 301,: http://www.ashfords.co.uk,512005
ASHFORDS LLP,BRN,Princess CourtPL1 2EX,01752 521500,info@ashfords.co.uk, 01752 526 001,: http://www.ashfords.co.uk,512006
ASHFORDS LLP,BRN,Bull WharfBS1 6QR,0117 321 8000,operations@sra.org.uk, 0117 321 8001,: http://www.ashfords.co.uk,512013
ASHFORDS LLP,BRN,1 Northumberland AvenueWC2N 5BW,0208 938 6323,info@ashfords.co.uk, 0208 938 6995,: http://www.ashfords.co.uk,512014
ASHLEY WILSON SOLICITORS LLP,HO,57 Buckingham GateSW1E 6AJ,0207 802 4802,mail@ashleywilson.co.uk, 0207 802 4803,: http://www.ashleywilson.co.uk,510618
ASHTON BOND GIGG,HO,Pearl Assurance HouseNG1 6BX,0115 947 6651,mailbox@abg-law.com, 0115 947 5244,: http://www.abg-law.com,69727
ASHTON GRAHAM,HO,Waterfront HouseIP4 1AS,01473 232425,lawyers@ashtongraham.co.uk, 01473 230505,: http://www.ashtongraham.co.uk,50075
ASHTON GRAHAM,BRN,Anglia HouseIP11 7AN,01394 277188,lawyers@ashtongraham.co.uk, 01394 670726,: http://www.ashtongraham.co.uk,50076
ASHTON GRAHAM,BRN,81 Guildhall StreetIP33 1PZ,01284 762331,lawyers@ashtongraham.co.uk, 01284 764214,: http://www.ashtongraham.co.uk,288851
ASHTON GRAHAM NOMINEES,HO,81 Guildhall StreetIP33 1PZ,01473 232425,lawyers@ashtongraham.co.uk, 01473 230505,: http://www.ashtongraham.co.uk,80421
ASHURST LLP,HO,Broadwalk HouseEC2A 2HA,020 7638 1111,operations@sra.org.uk, 020 7638 1112,: http://www.ashurst.com,468653
ASLAN CHARLES KOUSETTA LLP,HO,Welbeck HouseW1T 3PY,020 3326 2280,s.charles@ackmedialaw.com, 020 7580 9290,: http://www.ackmedialaw.com,489375
ASPELL & CO LIMITED,HO,29 Milverton CrescentCV32 5NJ,01926 337 613,jayne.aspell@aspell-legal.com, 01926 470 095,,500004
AST HAMPSONS,BRN,21-23 Knowsley StreetBL9 0ST,0161 763 1000,bury@asthampsons.co.uk, 0161 763 1978,: http://www.asthampsons.co.uk,73453
ASTON CARTER SOLICITORS,HO,14 Springfield RoadB13 9NY,0121 778 6666,info@astoncartersolicitors.com, 0121 778 4655,: http://www.astoncartersolicitors.com,510496
ATKINS THOMSON,HO,41 Maiden LaneWC2E 7LJ,020 7836 9300,law@atkinsthomson.com, 020 7836 9400,: http://www.atkinsthomson.com,441436
ATKINS WILSON & BELL LLP,HO,3-5 Jenner RoadGU1 3AQ,01483 302345,info@awb.co.uk, 01483 301339,: http://www.awb.co.uk,423796
ATTWELLS SOLICITORS LLP,HO,Beacon HouseIP1 5PB,01473 746000,info@attwells.com, 01473 746155,: http://www.attwells.com,466580
ATTWELLS SOLICITORS LLP,BRN,88 St. Johns Wood High StreetNW8 7SH,0207 722 9898,info@attwells.com, 0207 722 5612,: http://www.attwells.com,487697
AZIZ SOLICITORS LIMITED,HO,KMS House  Kings ChambersB23 7AJ,0121 683 6938,ar@azizsolicitors.com,  0121 661 6116,: http://www.iwillsolicitors.com,468942
AZRIGHTS SOLICITORS,HO,81 Essex RoadN1 2SF,020 7700 1414,shireen@ip-brands.com, 0870 622 0367,: http://www.ip-brands.com,399685
B J L SOLICITORS LIMITED,HO,The Old BankCH43 2HY,0151 652 1296,solutions@beechjones.com, 0151 652 2207,: http://www.beechjones.com,418056
B M NYMAN & CO,HO,181 Creighton AvenueN2 9BN,020 8365 3060,bernie.nyman@iname.com, 020 8883 5151,: http://www.bmnyman.co.uk,291697
B P COLLINS,HO,Collins HouseSL9 8EL,01753 889995,enquiries@bpcollins.co.uk, 01753 889851,: http://www.bpcollins.co.uk,45348
B P COLLINS TRUST CORPORATION LIMITED,HO,Collins HouseSL9 8EL,01753 889995,karl.wingfield@bpcollins.co.uk, 01753 889851,,486820
BACKHOUSE JONES LIMITED,HO,The PrintworksBB7 9WD,01254 828300,enquiries@backhouses.co.uk, 01254 828301,: http://www.backhousejones.co.uk,408098
BAILHACHE SHAW MARSDEN,HO,2 Church SquareTA1 1SA,01823 351122,info@bailhachesolicitors.com, 01823 335701,: http://www.bailhachesolicitors.com,495604
BAINES WILSON LLP,HO,2 Merchants DriveCA3 0JW,01228 552600,law@baineswilson.co.uk, 01228 549560,: http://www.baineswilson.co.uk,471130
BAKER & MCKENZIE LLP,HO,100 New Bridge StreetEC4V 6JA,020 7919 1000,operations@sra.org.uk, 020 7919 1999,: http://www.bakernet.com,421456
BAKER BOTTS (UK) LLP,HO,41 LothburyEC2R 7HF,0207 726 3636,operations@sra.org.uk, 0207 726 3637,: http://www.bakerbotts.com,472037
BAKER SANFORD LLP,HO,1 Quality CourtWC2A 1HR,0207 061 6448,operations@sra.org.uk, 0207 900 2786,: http://www.bakersanford.co.uk,517116
BAKEWELLS,HO,64 Friar GateDE1 1DJ,01332 348791,help@bakewells.co.uk, 01332 739063,: http://www.bakewells.co.uk,207983
BANCE COMMERICAL LAW,HO,7 The FairwaysRH1 6LP,1737226034,info@bancelaw.com,8704606898,: http://www.bancelaw.com,349155
BAND HATTON LLP,HO,1 Copthall HouseCV1 2FY,02476 632121,operations@sra.org.uk, 02476 229038,: http://www.bandhatton.co.uk,498411
BANKSIDE COMMERCIAL LIMITED,HO,Thames HouseSE1 0AS,0207 654 0200,ingrid@banksidelaw.net, 0207 654 0221,: http://www.banksidecommercial.com,389506
BANKSIDE LAW LIMITED,HO,Thames HouseSE1 0AS,020 7654 0225,john.williams@banksidelaw.com, 020 7928 3155,: http://www.banksidelaw.com,345348
BANKSIDE PROPERTY LIMITED,HO,Thames HouseSE1 0AS,020 7654 7500,bill@wakefields.net, 020 7928 3185,: http://www.banksidelaw.net,352686
BANNER JONES LIMITED,HO,24 GlumangateS40 1UA,01246 560 560,jeh@bannerjones.co.uk, 01246 220 390,: http://www.bannerjones.co.uk,493083
BANNER JONES LIMITED,BRN,3rd FloorS1 2GY,01142 755 266,operations@sra.org.uk, 01142 759 786,: http://www.bannerjones.co.uk,493132
BANNER JONES LIMITED,BRN,Marsden ChambersS40 1JY,01246 209 773,operations@sra.org.uk, 01246 231 188,: http://www.bannerjones.co.uk,493134
BANNER JONES LIMITED,BRN,1 Sheffield RoadS18 2DH,01246 414 438,operations@sra.org.uk, 01246 414 430,,493159
BANNER JONES LIMITED,BRN,4 Cotton StreetS44 6HA,01246 827 516,operations@sra.org.uk, 01246 562 080,: http://www.bannerjones.co.uk,493160
BANNER JONES LIMITED,BRN,95 High StreetS45 9DZ,01246 861 250,operations@sra.org.uk, 01246 861 232,: http://www.bannerjones.co.uk,493161
BARKER GILLETTE LLP,HO,11-12 Wigmore PlaceW1U 2LU,0207 636 0555,operations@sra.org.uk, 0207 323 3950,: http://barkergillette.com,422305
BARKER GOTELEE,HO,41 Barrack SquareIP5 3RF,01473 611211,bg@barkergotelee.co.uk, 01473 610560,: http://www.barkergotelee.co.uk,190174
BARLOW LYDE & GILBERT LLP,HO,Beaufort HouseEC3A 7NJ,020 7247 2277,operations@sra.org.uk, 020 7071 9000,: http://www.blg.co.uk,462715
BARLOW LYDE & GILBERT LLP,BRN,4420 Nash CourtOX4 2RU,01865 336600,operations@sra.org.uk, 01865 336611,: http://www.blg.co.uk,462716
BARLOW LYDE & GILBERT LLP,BRN,Chancery PlaceM2 2JT,0161 829 6400,operations@sra.org.uk, 0161 829 6401,,518957
BARLOW ROBBINS LLP,HO,The OrielGU1 3SR,01483 562901,enquiries@barlowrobbins.com, 01483 464260,: http://www.barlowrobbins.com,441926
BARLOW ROBBINS LLP,BRN,55-56 Quarry StreetGU1 3UE,1483543200,guilford@barlowrobbins.com,1483573325,: http://www.barlowrobbins.com,441936
BARLOW ROBBINS LLP,BRN,30 Church StreetGU7 1EP,01483 417121,godalming@barlowrobbins.com, 01483 426836,: http://www.barlowrobbins.com,441939
BARLOW ROBBINS LLP,BRN,Concord HouseGU21 6HJ,01483 748500,woking@barlowrobbins.com, 01483 729933,: http://www.barlowrobbins.com,441941
BARLOW ROWLAND,HO,18-24 St. James StreetBB5 1NY,01254 300400,enquiries@barlowrowland.co.uk, 01254 300401,: http://www.barlowrowland.co.uk,46595
BARR ELLISON LLP,HO,39 ParksideCB1 1PN,01223 417200,law@barrellison.co.uk, 01223 417201,: http://www.barrellison.co.uk,443834
BARR ELLISON LLP,BRN,The ConcourseCB2 2QQ,01223 411315,operations@sra.org.uk, 01223 411279,: http://www.barrellison.co.uk,443836
BARRATT LEGAL,HO,NorthwoodBR7 5PY,0208 305 9794,rbarratt@barrattlegal.com, 0208 305 9794,: http://www.barrattlegal.com,493289
BARRINGTON SCHOLFIELD,BRN,11-12 King SquareTA6 3AH,01278 422858,operations@sra.org.uk,,,509849
BARRYS,HO,Central CourtWC2A 1AL,0207 645 8270,barrys@intelplaw.com, 0203 1707 396,,523120
BARTHOLOMEW HARTE SOLICITORS,HO,Berkeley Square HouseW1J 6BD,020 7681 0596,info@bartholomew-harte.com, 020 7183 0506,: http://www.bartholomew-harte.com,519747
BATCHELOR MYDDELTON,HO,Brosnan HouseEN6 1BW,01707 647 088,enq@batchelor-myddelton.co.uk, 01707 647704,: http://www.batchelor-myddelton.co.uk,290212
BATES WELLS & BRAITHWAITE LONDON LLP,HO,2-6 Cannon StreetEC4M 6YH,020 7551 7777,mail@bwbllp.com, 020 7551 7800,: http://www.bwbllp.com,465497
BATT BROADBENT,HO,Minster ChambersSP1 3TX,01722 411141,service@battbroadbent.co.uk, 01722 411566,: http://www.battbroadbent.co.uk,46740
BATTENS SOLICITORS LIMITED,HO,Mansion HouseBA20 1EP,01935 846000,webenquiry@battens.co.uk, 01935 846001,: http://www.battens.co.uk,79486
BATTENS SOLICITORS LIMITED,BRN,26 St. Thomas StreetDT4 8EJ,01305 774666,operations@sra.org.uk, 01305 760423,: http://www.battens.co.uk,422864
BATTENS SOLICITORS LIMITED,BRN,The Bank HouseDT9 3BU,01935 814811,operations@sra.org.uk, 01935 816436,: http://www.battens.co.uk,422865
BATTENS SOLICITORS LIMITED,BRN,42 High West StreetDT1 1UU,01305 250560,operations@sra.org.uk, 01305 260876,: http://www.battens.co.uk,422866
BAXTER CAULFIELD,HO,13 Station StreetHD1 1LY,01484 519519,mail@baxlaw.co.uk, 01484 518085,,46766
BAYHAM SOLICITORS LLP,HO,The Bell HouseTN3 8BG,01892 891999,mva@bayhamsolicitors.com, 01892 890049,: http://www.bayhamsolicitors.com,447619
BAYHAM SOLICITORS LLP,BRN,Greenacres HouseTN15 8NG,01732 882546,nak@bayhamsolicitors.com, 01732 882546,,447629
BE,HO,42 Devonshire PlaceBN2 1QB,0870 0555 775,info@be-legal.com, 0870 421 4756,: http://www.be-legal.com,401394
BEACHCROFT LLP,HO,100 Fetter LaneEC4A 1BN,0207 242 1011,jfowler@beachcroft.com, 0207 831 6630,: http:// www.beachcroft.com,440774
BEACHCROFT LLP,BRN,Portwall PlaceBS1 6Na,0117 918 2000,operations@sra.org.uk, 0117 918 2100,: http://www.beachcroft.com,441059
BEALE AND COMPANY SOLICITORS LLP,HO,Garrick HouseWC2E 8JB,020 7240 3474,reception@beale-law.com, 020 7240 9111,: http://www.beale-law.com,408246
BEECHWOOD SOLICITORS LIMITED,HO,1 Aelfric CourtOX29 4HG,01865 883344,info@beechwoodsolicitors.com, 01865 389 585,: http://www.beechwoodsolicitors.com,499274
BELL LAX SOLICITORS,HO,New Bank HouseB72 1QL,0121 355 0011,mail@belllax.com, 0121 355 0099,: http://www.belllax.com,192948
BELMONT & LOWE,HO,Priory HouseEC1M 4HD,020 7608 4600,enquries@bemontandlowe.co.uk, 020 7608 4601,: http://www.belmontand lowe.co.uk,70151
BENNETT GRIFFIN,HO,Shelley HouseBN11 3DG,01903 229 907,info@bennett-griffin.co.uk, 01903 229176,: http://www.bennett-griffin.co.uk,71569
BENTLEYS STOKES & LOWLESS,HO,International HouseE1W 1YL,020 7782 0990,law@bentleys.co.uk, 0207 481 7978,: http://www.bentleys.co.uk,46968
BERMANS LLP,HO,Lancaster HouseL2 2QP,0151 224 0500,info@bermans.co.uk, 0151 236 2107,: http://www.bermans.co.uk,440596
BERMANS LLP,BRN,Cardinal HouseM3 2LY,0161 827 4600,info@bermans.co.uk, 0161 834 2402,: http://www.bermans.co.uk,440597
BERRY SMITH LLP,BRN,1 Northumberland AvenueWC2N 5BW,0845 6038337,smoore@berrysmith.com, 0845 6034524,: http://www.berrysmith.com,468004
BERRYMAN SHACKLOCK LLP,HO,Park HouseNG1 6DN,0845 310 7200,legal@berrymanshacklock.co.uk, 0845 310 7210,: http://www.berrymanshacklock.co.uk,400083
BERRYMANS LACE MAWER LLP,HO,Kings HouseM3 2NU,0161 236 2002,info@blm-law.com, 0161 832 7956,: http://www.blm-law.com,499736
BERRYMANS LACE MAWER LLP,BRN,Salisbury HouseEC2M 5QN,0207 638 2811,info@blm-law.com, 0207 920 0361,: http://www.blm-law.com,510103
BERWIN LEIGHTON PAISNER LLP,HO,Adelaide HouseEC4R 9HA,0207 760 1000,operations@sra.org.uk, 0207 760 1111,: http://www.blplaw.com,426866
BERWIN LEIGHTON PAISNER LLP,BRN,St Magnus HouseEC3R 6HA,0207 760 1000,operations@sra.org.uk, 0207 760 1111,,426875
BERWINS SOLICITORS LIMITED,HO,2 North Park RoadHG1 5PA,01423 509 000,law@berwin.co.uk, 01423 722 562,: http://www.berwin.co.uk,510280
BESWICKS,HO,LakesideST1 5RY,01782 205 000,operations@sra.org.uk, 01782 285 986,: http://www.beswicks.com,71792
BESWICKS,BRN,27-28 Tower SquareST6 5AB,01782 205000,operations@sra.org.uk, 01782 575389,,71793
BESWICKS,BRN,Alexander HouseST1 3DX,01782 205 000,operations@sra.org.uk, 01782 404665,: http://www.beswicks.com,291388
BEVAN BRITTAN LLP,HO,Kings OrchardBS2 0HQ,0870 194 1000,info@bevanbrittan.com, 0870 194 1001,: http://www.bevanbrittan.com,406315
BEVAN BRITTAN LLP,BRN,Fleet Place HouseEC4M 7RF,0870 194 1000,info@bevanbrittan.com, 0870 194 7800,: http://www.bevanbrittan.com,406346
BEVAN BRITTAN LLP,BRN,Interchange PlaceB3 2TA,0870 194 5000,info@bevanbrittan.com, 0870 194 5001,: http://www.bevanbrittan.com,406347
BEVAN KIDWELL,HO,113-117 Farringdon RoadEC1R 3BX,020 7843 1820,bk@bevankidwell.com, 020 7278 4685,: http://www.bevankidwell.com,192564
BEVANS BRAY WALKER LIMITED,HO,Grove HouseBS6 6UL,0117 923 7249,abevan@bevans.co.uk, 0117 923 7253,: http://www.bevans.co.uk,463377
BEVANS DEBT RECOVERY SOLICITORS,HO,Grove HouseBS6 6UL,01179 237249,info@bevans.co.uk, 01179 237253,: http://www.bevans.co.uk,77472
BHW COMMERCIAL SOLICITORS,HO,5 Grove CourtLE19 1SA,0116 289 7000,info@bhwlaw.co.uk, 0116 281 6229,: http://www.bhwlaw.co.uk,383490
BIGNALLS,HO,5th FloorW1W 8AQ,0207 637 3071,bignalls@dial.pipex.com, 0207 637 5516,,47093
BINDMANS LLP,HO,275 Gray's Inn RoadWC1X 8QB,0207 833 4433,info@bindmans.com, 0207 837 9792,: http://www.bindmans.com,484856
BIRCHAM & CO NOMINEES LIMITED,HO,50 BroadwaySW1H 0BL,020 7227 7000,enquirieslondon@bdb-law.co.uk, 020 7222 3480,: http://www.bdb-law.co.uk,204848
BIRCHAM DYSON BELL LLP,HO,50 BroadwaySW1H 0BL,020 7227 7000,operations@sra.org.uk, 020 7222 3480,: http://www.bdb-law.co.uk,448617
BIRCHLEY TITMUS COMMERCIAL SOLICITORS,HO,Charlecombe LodgeSL5 9QT,020 7408 9427,operations@sra.org.uk, 020 7408 9417,,524766
