SHOOSMITHS,BRN,Apex PlazaRG1 1SH,03700 868800,,,,operations@sra.org.uk, 03700 868801,: http://www.shoosmiths.co.uk,55177
SHOOSMITHS,BRN,7th FloorB3 3SH,08700 864000,,,,operations@sra.org.uk, 08700 864001,,379843
SHOOSMITHS SOLICITORS PERSONAL INJURY DIVISION,BRN,Quantum HouseRG21 4EX,01256 696200,,,,operations@sra.org.uk, 01256 696201,: http://www.shoosmiths.co.uk,311964
SILVER SHEMMINGS LLP,HO,18 Westminster Palace GardensSW1P 1RJ,0845 345 1244,,,,office@shemmingsllp.co.uk, 0845 345 1039,: http://www.silver-shemmings.co.uk,398875
SILVER SHEMMINGS LLP,BRN,Purlieu HouseCM16 4HA,0845 345 1244,,,,epping@shemmingsllp.co.uk, 0845 345 1039,: http://www.silver-shemmings.co.uk,519351
SIMMONS & SIMMONS,HO,CitypointEC2Y 9SS,020 7628 2020,,,,operations@sra.org.uk, 020 7628 2070,: http://www.simmons-simmons.com,55256
SINTONS LLP,HO,The CubeNE4 6DB,0191 226 7878,,,,phil.ridley@sintons.co.uk, 0191 226 7850,: http://www.sintons.co.uk,398301
SIOBHAN GOODACRE LIMITED,HO,Pearl Assurance HouseNG1 6BX,0115 947 6651,,,,mailbox@abg-law.com, 0115947 5244,: http://www.abg-law.com,518218
SJ BERWIN (NOMINEES) LIMITED,HO,10 Queen Street PlaceEC4R 1BE,,,,,info@sjberwin.com,,: http://www.sjberwin.com,79982
SJ BERWIN LLP,HO,10 Queen Street PlaceEC4R 1BE,020 7111 2222,,,,info@sjberwin.com, 020 7111 2000,: http://www.sjberwin.com,421465
SKADDEN ARPS SLATE MEAGHER & FLOM (UK) LLP,HO,40 Bank StreetE14 5DS,+44 (0)20 7519 7000,,,,operations@sra.org.uk, +44 (0)20 7519 7070,: http://www.skadden.com,80014
SLAUGHTER AND MAY,HO,One Bunhill RowEC1Y 8YY,+44 (0) 20 7600 1200,,,,operations@sra.org.uk, +44 (0) 20 7090 5000,: http://www.slaughterandmay.com,55388
SLOAN PLUMB WOOD LLP,HO,Apollo HousePE2 6QR,01733 302410,,,,operations@sra.org.uk, 01733 390552,: http://www.spw-law.co.uk,469338
SLS SOLICITORS LIMITED,HO,5th FloorL1 1RH,0151 707 1019,,,,liverpool@sls-solicitors.com, 0151 709 0154,: http://www.sls-solicitors.com,451154
SLS SOLICITORS LIMITED,BRN,62 Wellington StreetLS1 2EE,0113 388 8080,,,,leeds@sls-solicitors.com, 0113 247 0741,: http://www.sls-solicitors.com,466118
SLS SOLICITORS LIMITED,BRN,6th Floor  Chapter HouseSE1 3JW,0207 234 3520,,,,london@sls-solicitors.com, 0207 234 3521,: http://www.sls-solicitors.com,470219
SLS SOLICITORS LIMITED,BRN,80 Mosley StreetM2 3FX,0161 219 8008,,,,manchester@sls-solicitors.com, 0161 219 8009,: http://www.sls-solicitors.com,521726
SMART LAW SOLICITORS LLP,HO,Wellington HouseCB1 1BH,01223 451 057,,,,contact@smartlawfirm.co.uk, 0870 446 0905,: http://www.smartlawfirm.co.uk,515336
SMITH PARTNERSHIP,BRN,14 York RoadLE1 5TS,0116 247 2000,,,,leicester@smithpartnership.co.uk, 0116 247 2007,: http://www.smithpartnership.co.uk,302171
SMITHFIELD PARTNERS LIMITED,HO,2nd FloorEC4N 5AF,0845 539 1000,,,,solicitors@smithfieldpartners.com, 0207 397 8753,: http://www.smithfieldpartners.com,499315
SOUTHCOMBE & HAYLEY,HO,5 Upper Wimpole StreetW1G 6HQ,020 7935 6631,,,,post@5uws.com, 020 7935 6315,,55626
SOVEREIGN TRUSTEES LIMITED,HO,Sovereign HouseLS1 1HQ,0113 209 2000,,,,operations@sra.org.uk, 0113 209 2060,,344161
SOVEREIGN TRUSTEES LIMITED,BRN,100 Barbirolli SquareM2 3AB,0161 934 6000,,,,operations@sra.org.uk, 0161 934 6060,,344178
SPEARING WAITE,HO,27-41 Friar LaneLE1 5RB,0116 262 4225,,,,info@spearingwaite.co.uk, 0116 251 2009,: http://www.spearingwaite.co.uk,76520
SPEECHLY BIRCHAM LLP,HO,6 New Street SquareEC4A 3LX,+44 (0)20 7427 6400,,,,operations@sra.org.uk, +44 (0)20 7427 6600,: http://www.speechlys.com,447094
SPENSER UNDERHILL NEWMARK LLP,HO,6 Gray's Inn SquareWC1R 5AX,0207 269 9026,,,,operations@sra.org.uk, 0207 242 3032,: http://www.sunlaw.co.uk,450431
SPRECHER GRIER HALBERSTAM LLP,HO,One America SquareEC3N 2SG,0207 264  4444,,,,info@sghlaw.com, 0207 264 4440,: http://www.sghlaw.com,347123
SPRING LAW LIMITED,HO,65 Chandos PlaceWC2N 4HG,2073954870,,,,info@springlaw.co.uk,2073954871,: http://www.springlaw.co.uk,424107
SQUIRE & CO,HO,49 St. John's SquareEC1V 4RF,020 7490 3444,,,,squire@squireandco.com, 020 7250 4087,,55698
ST ANN'S PENSION TRUSTEES LIMITED,HO,112 QuaysideNE99 1SB,0191 279 9000,,,,law@dickinson-dees.com, 0191 279 9100,: http://www.dickinson-dees.com,371391
STAMP JACKSON & PROCTER NOMINEES LIMITED,HO,5 Parliament StreetHU1 2AZ,01482 324591,,,,operations@sra.org.uk, 01482 224048,,268545
STAMP JACKSON AND PROCTER,HO,5 Parliament StreetHU1 2AZ,01482 324591,,,,jgt@sjplaw.co.uk, 01482 224048,: http://www.sjplaw.co.uk,55715
STANDISH ASSOCIATES,HO,198 Cheltenham RoadBS6 5QZ,0117 924 9204,,,,alexhs@standish-associates.com, 0117 924 9205,,370674
STEELE RAYMOND LLP,HO,Richmond PointBH2 6LR,01202 294566,,,,mail@steeleraymond.co.uk, 01202 552285,: http://www.steeleraymond.co.uk,419728
STEELES (LAW) LLP,HO,3 Norwich Business ParkNR4 6DJ,01603 598000,,,,operations@sra.org.uk, 01603 598111,: http://www.steeleslaw.co.uk,388191
STEELES (LAW) LLP,BRN,2 Mount StreetIP22 4QE,01379 652141,,,,operations@sra.org.uk,,,388193
STEELES (LAW) LLP,BRN,21a John StreetWC1N 2BF,020 7421 1720,,,,operations@sra.org.uk, 020 7421 1749,,388194
STEPHENSON HARWOOD,HO,1 St. Paul's ChurchyardEC4M 8SH,020 7329 4422,,,,victoria.johnston@shlegal.com, 020 7329 7100,: http://www.shlegal.com,55865
STEPHENSONS SOLICITORS LLP,HO,24-34 Lord StreetWN7 1AB,01942 777777,,,,aeh@stephensons.co.uk, 01942 774545,: http://www.stephensons.co.uk,449153
STEPHENSONS SOLICITORS LLP,BRN,26 Union StreetWN7 1AT,01942 777777,,,,operations@sra.org.uk, 01942 774215,: http://www.stephensons.co.uk,449154
STEPHENSONS SOLICITORS LLP,BRN,13 Silverwell StreetBL1 1PP,01942 777777,,,,operations@sra.org.uk, 01204 389814,: http://www.stephensons.co.uk,449155
STEPHENSONS SOLICITORS LLP,BRN,City WharfM3 5ER,01942 777777,,,,operations@sra.org.uk, 0161 832 8912,: http://www.stephensons.co.uk,449156
STEPHENSONS SOLICITORS LLP,BRN,95-101 Corporation StreetWA10 1SX,01942 777777,,,,operations@sra.org.uk, 01744 451381,: http://www.stephensons.co.uk,449157
STEPHENSONS SOLICITORS LLP,BRN,10-14 Library StreetWN1 1NN,01942 777777,,,,operations@sra.org.uk, 01942 821262,: http://www.stephensons.co.uk,449158
STEPHENSONS SOLICITORS LLP,BRN,Wigan Investment CentreWN3 5BA,01942 777777,,,,operations@sra.org.uk, 01942 774178,: http://www.stephensons.co.uk,449159
STEPTOE & JOHNSON,HO,99 Gresham StreetEC2V 7NG,0207 367 8000,,,,operations@sra.org.uk, 0207 367 8001,: http://www.steptoe.com,343404
STEVENS & BOLTON LLP,HO,The BillingsGU1 4YD,01483 302264,,,,mail@stevens-bolton.co.uk, 01483 302254,: http://www.stevens-bolton.co.uk,401245
STIRLING LAW LIMITED,HO,GREENGATE BUSINESS CENTREOL4 1FN,0161 624 5777,,,,operations@sra.org.uk, 0161 624 5888,: http://www.stirling-law.co.uk,519895
STOCKINGER,HO,49 Queen Victoria StreetEC4N 4SA,020 7833 0448,,,,stockinger@attglobal.net, 020 7833 0448,,322148
STONE KING SEWELL LLP,HO,13 Queen SquareBA1 2HJ,01225 337599,,,,operations@sra.org.uk, 01225 335437,: http://www.skslaw.co.uk,427864
STONE KING SEWELL LLP,BRN,16 St. John's LaneEC1M 4BS,0207 796 1007,,,,operations@sra.org.uk, 0207 796 1017,: http://www.stoneking.co.uk,427866
STONE KING SEWELL LLP,BRN,Wellington HouseCB1 1BH,01223 451070,,,,operations@sra.org.uk, 01223 451100,: http://www.stoneking.co.uk,466002
STONE KING SEWELL LLP,BRN,7 Dollar StreetGL7 2AS,01285 650000,,,,operations@sra.org.uk, 01285 649898,,489814
SULLIVANS SOLICITORS LIMITED,HO,Suite 6EN6 5AS,01707 608080,,,,gerrys@sullivansllp.com, 01707 608090,: http://www.sullivansllp.com,445840
SULLIVANS SOLICITORS LLP,HO,Suite 6EN6 5AS,01707 608080,,,,operations@sra.org.uk, 01707 608090,: http://www.sullivansllp.com,446004
SUSAN HEADS & COMPANY,HO,1a Bromley LaneBR7 6LH,020 8467 5544,,,,susanheads@law-chislehurst.co.uk, 020 8467 7799,,191503
SWABEY & CO,HO,Riverbank HouseSW6 3JD,020 7731 7777,,,,swabey.co@btconnect.com, 020 7731 7770,: http://www.swabeylaw.co.uk,386918
SWL DISPUTE RESOLUTION,HO,Aston CourtHP11 1LA,01494 616007,,,,jacqui@swl-legal.co.uk, 01494 616189,: http://www.swl-legal.co.uk,446997
T & H SECRETARIAL SERVICES LIMITED,HO,Sceptre CourtEC3N 4DX,020 7423 8000,,,,operations@sra.org.uk,,,385810
T G BAYNES SOLICITORS,HO,Broadway HouseDA6 7BG,0208 301 7777,,,,isabels@tgbaynes.com, 0208 301 7701,: http://www.tgbaynes.com,46768
T G BAYNES SOLICITORS,BRN,Downe HouseBR6 0NJ,01689 886 000,,,,isabels@tgbaynes.com, 01689 886 001,: http://www.tgbaynes.com,46770
T G BAYNES SOLICITORS,BRN,Baynes HouseDA1 1DB,01322 295555,,,,isabels@tgbaynes.com, 01322 295501,: http://www.tgbaynes.com,364843
T I SHAWDON & CO,HO,17 Holtwood RoadKT22 0QL,01372 802 873,,,,tis@tislaw.co.uk, 01372 200037,,465944
TAHIR SOLICITORS,HO,Feroz HouseM8 0PF,0161 740 2333,,,,mtrafiq@tahirsolicitors.com, 0161 740 2444,: http://www.tahirsolicitors.com,325899
TAYLOR VINTERS,HO,Merlin PlaceCB4 0DP,01223 423444,,,,info@taylorvinters.com, 01223 423 486,: http://www.taylorvinters.com,67782
TAYLOR WALTON LLP,HO,28-44 Alma StreetLU1 2PL,01582 731161,,,,luton@taylorwalton.co.uk, 01582 457900,: http://www.taylorwalton.co.uk,465571
TAYLOR WALTON LLP,BRN,T W HouseAL5 4SP,01582 765111,,,,harpenden@taylorwalton.co.uk, 01582 769089,: http://www.taylorwalton.co.uk,465611
TAYLOR WALTON LLP,BRN,10 Bricket RoadAL1 3JA,01727 845245,,,,stalbans@taylorwalton.co.uk, 01727 464970,: http://www.taylorwalton.co.uk,465615
TAYLOR WESSING LLP,HO,5 New Street SquareEC4A 3TW,020 7300 7000,,,,london@taylorwessing.com, 020 7300 7100,: http://www.taylorwessing.com,463016
TAYLOR WESSING LLP,BRN,24 Hills RoadCB2 1JP,01223 446400,,,,operations@sra.org.uk, 01223 446 401,: http://www.taylorwessing.com,463017
TEACHER STERN LLP,HO,37-41 Bedford RowWC1R 4JH,0207 242 3191,,,,contact@teacherstern.com,2071978010,: http://www.teacherstern.com,482952
TETLOW POWELL,HO,Well HouseTQ12 3GX,(0)7710 620 437,,,,gai@gaitetlow.co.uk,,,77681
THE BYRNE PRACTICE,HO,10 South ParadeDN10 6JH,01302 711 211,,,,rabyrne@tbplaw.co.uk, 01302 711 608,: http://www.tbplaw.co.uk,401879
THE CONNEXION PARTNERSHIP,HO,Alberton HouseM3 2WJ,08701 601160,,,,info@cxp.com, 08701 975377,: http://www.cxp-law.com,345514
THE CONNEXION PARTNERSHIP,BRN,63 Temple RowB2 5LS,0121 633 6606,,,,operations@sra.org.uk, 0121 633 6617,,345517
THE ENDEAVOUR PARTNERSHIP LLP,HO,WestminsterTS17 6QP,01642 610300,,,,enquiries@endeavourpartnership.com, 01642 610348,: http://www.endeavourpartnership.com,366441
THE NEEDLE PARTNERSHIP LLP,HO,Suite 1ELS7 4JJ,+44 (0) 8445 611484,,,,sharon.needle@needlepartners.com, +44 (0) 1132 626060,: http://www.needlepartners.com,469772
THE STOKES PARTNERSHIP,HO,Kingfisher HouseTA18 7LH,01460 279 279,,,,info@law-solutions.co.uk,1460279289,: http://www.law-solutions.co.uk,281776
THEA LIMITED,HO,34 Farrow LaneSE14 5DB,0207 277 8649,,,,peter@thea.ltd.uk, 0207 277 8649,: http://www.thea.ltd.uk,463029
THEA LIMITED,BRN,218 StrandWC2R 1AT,07704 645368,,,,peter@thea.ltd.uk, 020 7583 9521,: http://www.thea.ltd.uk,520934
THOMAS COOPER,HO,Ibex HouseEC3N 1HA,020 7481 8851,,,,info@thomascooperlaw.com, 020 7480 6097,: http://www.thomascooperlaw.com,45471
THOMAS EGGAR LLP,HO,The Corn ExchangePO19 1GE,01243 786111,,,,tony.edwards@thomaseggar.com, 01243 775640,: http://www.thomaseggar.com,463287
THOMAS EGGAR LLP,BRN,Belmont HouseRH10 1JA,01293 742700,,,,tony.edwards@thomaseggar.com, 01293 742999,: http://www.thomaseggar.com,463288
THOMAS EGGAR LLP,BRN,76 Shoe LaneEC4A 3JB,020 7842 0000,,,,tony.edwards@thomaseggar.com, 020 7842 3900,: http://www.thomaseggar.com,463290
THOMAS EGGAR LLP,BRN,Arundel HouseBN11 1SL,01903 234411,,,,tony.edwards@thomaseggar.com, 01903 207566,: http://www.thomaseggar.com,463291
THOMAS EGGAR LLP,BRN,Newbury HouseRG14 5XR,01635 571000,,,,tony.edwards@thomaseggar.com, 01635 523444,: http://www.thomaseggar.com,471872
THOMAS EGGAR LLP,BRN,Brunel HouseSO15 2AQ,02380 831100,,,,operations@sra.org.uk, 02380 831185,: http://www.thomaseggar.com,493954
THOMPSONS,BRN,Queens KeepSO15 2NP,023 8021 2040,,,,operations@sra.org.uk, 023 8063 3691,,422596
THOMSON SNELL & PASSMORE,HO,3 Lonsdale GardensTN1 1NX,01892 510000,,,,rboorman@ts-p.co.uk, 01892 54 9884,: http://www.ts-p.co.uk,56451
THOMSON SNELL & PASSMORE,BRN,The Old RectoryDA9 9AS,01322 623700,,,,operations@sra.org.uk, 01322 623701,,421273
THRING TOWNSEND LEE & PEMBERTONS,HO,6 Drakes MeadowSN3 3LL,01793 410800,,,,solicitors@ttuk.com, 01793 539040,: http://www.ttuk.com,330638
THRING TOWNSEND LEE & PEMBERTONS,BRN,Midland Bridge RoadBA1 2HQ,01225 340000,,,,operations@sra.org.uk, 01225 319 735,,362661
THRING TOWNSEND LEE & PEMBERTONS,BRN,The ParagonBS1 6BX,1179309500,,,,solicitors@ttuk.com,1179293369,: http://www.ttuk.com,427400
THRING TOWNSEND LEE & PEMBERTONS,BRN,Kinnaird HouseSW1Y 5AU,0207 766 5600,,,,operations@sra.org.uk, 020 7766 5675,: http://www.ttuk.com,468263
TIM JOHNSON/LAW,HO,4 BroadgateEC2M 2QY,02078 562 590,,,,oksana@timjohnson-law.com, 020 7965 4503,: http://www.timjohnson-law.com,510616
TIM SISSON LIMITED,HO,Pearl Assurance HouseNG1 6BX,0115 947 6651,,,,mailbox@abg-law.com, 0115 947 5244,: http://www.abg-law.com,518214
TLT LLP,HO,1 Redcliff StreetBS1 6TP,0117 917 7777,,,,generalenquiries@TLTsolicitors.com, +44 (0)117 917 7778,: http://www.tltsolicitors.com,406297
TLT LLP,BRN,6th FloorSE1 9LH,020 7620 1311,,,,operations@sra.org.uk, 020 7620 0860,: http://www.tltsolicitors.com,420844
TLT LLP,BRN,101 Victoria StreetBS1 6PU,,,,,operations@sra.org.uk,,,494808
TOLLERS LLP,HO,Castilian ChambersNN1 1JX,01604 258558,,,,enquiries@tollers.co.uk, 01604 258500,: http://www.tollers.co.uk,472589
TOLLERS LLP,BRN,2 Exchange CourtNN17 1TY,01536 276727,,,,enquiries@tollers.co.uk, 01536 276700,: http://www.tollers.co.uk,472631
TOLLERS LLP,BRN,Medina HouseMK9 2AE,01908 396230,,,,enquiries@tollers.co.uk, 01908 237794,: http://www.tollers.co.uk,472633
TOLLERS LLP,BRN,28 Silver StreetNN8 1AY,0845 054 3737,,,,enquiries@tollers.co.uk, 01933 273673,: http://www.tollers.co.uk,472634
TOLLERS NOMINEES LIMITED,HO,2 Exchange CourtNN17 1TY,01536 315615,,,,bcr@tollers.co.uk, 01536 315600,: http://www.tollers.co.uk,78902
TONKIN & CO,HO,32 Gledhow Wood GroveLS8 1NZ,0113 269 2058,,,,tonkinandco@btconnect.com, 0113 269 2058,,291724
TPP LAW LIMITED,HO,53 Great Suffolk StreetSE1 0DB,+44 (0)20 7620 0888,,,,info@tpplaw.co.uk, 44 (0)20 7620 0778,: http://www.tpplaw.com,345540
TPP LAW LIMITED,BRN,Regent HouseSK4 1BS,0161 480 1616,,,,manchester@tpplaw.co.uk,,,523237
TRAVERS SMITH LLP,HO,10 Snow HillEC1A 2AL,0207 295 3000,,,,travers.smith@traverssmith.com, 0207 295 3500,: http://www.traverssmith.com,489478
TRINITY INTERNATIONAL LLP,HO,Hillgate HouseEC4M 7HQ,2076539700,,,,operations@sra.org.uk,2079003945,: http://www.trinityllp.com,428762
TROWERS & HAMLINS INTERNATIONAL LIMITED,HO,Sceptre CourtEC3N 4DX,020 7423 8000,,,,operations@sra.org.uk, 020 7423 8001,,494329
TROWERS & HAMLINS LLP,HO,Sceptre CourtEC3N 4DX,0207 423 8000,,,,enquiries@trowers.com, 0207 423 8001,: http://www.trowers.com,494314
TROWERS & HAMLINS LLP,BRN,Heron HouseM2 5HD,0161 211 0000,,,,operations@sra.org.uk, 0161 211 0001,,495185
TROWERS & HAMLINS LLP,BRN,Senate CourtEX1 1UG,+44(0) 1392 217 466,,,,operations@sra.org.uk, +44(0) 1392 221 047,: http://www.trowers.com,495186
TROWERS & HAMLINS NOMINEES,HO,Sceptre CourtEC3N 4DX,,,,,operations@sra.org.uk, 020 7269 1234,,78490
TRUSTEE SOLUTIONS LIMITED,HO,1 Park RowLS1 5AB,0113 244 5000,,,,operations@sra.org.uk, 0113 244 8000,: http://www.pinsentmasons.com,76341
TURNBULL GARRARD,HO,24 The CrescentSY1 1TJ,01743 350851,,,,solicitors@turnbullgarrard.co.uk, 01743 351844,: http://www.turnbullgarrard.co.uk,52340
