BEVAN BRITTAN LLP,BRN,Interchange PlaceB3 2TA,0870 194 5000
BEVAN KIDWELL,HO,113-117 Farringdon RoadEC1R 3BX,020 7843 1820
BINDMANS LLP,HO,275 Gray's Inn RoadWC1X 8QB,0207 833 4433
BIRCHAM & CO NOMINEES LIMITED,HO,50 BroadwaySW1H 0BL,020 7227 7000
BIRCHAM DYSON BELL LLP,HO,50 BroadwaySW1H 0BL,020 7227 7000
BIRCHLEY TITMUS COMMERCIAL SOLICITORS,HO,Charlecombe LodgeSL5 9QT,020 7408 9427
BIRCHLEY TITMUS COMMERCIAL SOLICITORS,BRN,16 Hanover SquareW1S 1HT,020 7408 9427
BIRD & BIRD LLP,HO,15 Fetter LaneEC4A 1JP,0207 415 6000
BIRKETTS LLP,HO,24-26 Museum StreetIP1 1HZ,01473 232300
BIRKETTS LLP,BRN,KINGFISHER HOUSENR3 1UB,01603 756400
BIRKETTS LLP,BRN,Daedalus HouseCB1 2RE,01223 326600
BISHOP & SEWELL LLP,HO,46 Bedford SquareWC1B 3DP,020 7631 4141
BLACKBOURN & BOND LIMITED,HO,12 BelmontSY1 1TE,01743 233255
BLACKETT HART & PRATT LLP,HO,Westgate HouseDL3 0PZ,01325 466794
BLAKE LAPTHORN,HO,Harbour CourtPO6 4ST,023 9222 1122
BLAKE LAPTHORN,BRN,New Kings CourtSO53 3LG,023 809 08090
BLAKE LAPTHORN,BRN,Seacourt TowerOX2 0FB,01865 248607
BLAKE LAPTHORN,BRN,Watchmaker Court WestEC1M 4DB,020 7405 2000
BLAKELEY SOLICITORS,HO,2 Sowden GrangeBD13 3TH,01274 831 141
BLANDY & BLANDY LLP,HO,1 Friar StreetRG1 1DA,0118 951 6800
BLASER MILLS,HO,Park HouseHP11 1BZ,01494 450171
BLASER MILLS,BRN,33 Red Lion StreetHP5 1DN,01494 782291
BLASER MILLS,BRN,52 High StreetWD3 1AJ,01923 776211
BLASER MILLS,BRN,1 Cambridge StreetHP20 1RP,01296 434416
BLASER MILLS,BRN,12 College RoadHA1 1JF,020 8427 6262
BLASER MILLS INCORPORATING FANCY & JACKSON,BRN,19 High StreetTW18 4QY,01784 462511
BLUE SKY LAW LIMITED,HO,Pall Mall CourtM2 4PD,0161 618 1032
BOBBETTS MACKAN,HO,17 Berkeley SquareBS8 1HB,0117 929 9001
BOLITHO WAY,HO,13-18 Kings TerracePO5 3AL,023 9288 2001
BOLITHO WAY,BRN,13 Union StreetPO33 2DU,01983 817060
BOLT BURDON,HO,Providence HouseN1 0NT,020 7288 4700
BONALLACK & BISHOP,HO,Rougemont HouseSP1 1LY,01722 422300
BOND PEARCE LLP,HO,3 Temple Back EastBS1 6DZ,0845 415 0000
BOND PEARCE LLP,BRN,Ballard HousePL1 3AE,0845 415 0000
BOND PEARCE LLP,BRN,Darwin HouseEX1 1LA,0845 415 0000
BOND PEARCE LLP,BRN,Oceana HouseSO15 1GA,0845 415 0000
BOND PEARCE LLP,BRN,8th FloorEC3R 7LP,0845 415 0000
BORNEOS LLP,HO,77-97 Harpur StreetMK40 2SY,01234 353 221
BOTSOFF,HO,1 Heath StreetNW3 6TP,0207581 0665
BOYES TURNER,HO,Abbots HouseRG1 3BD,0118 959 7711
BPE SOLICITORS LLP,HO,St. James' HouseGL50 3PR,01242 224433
BPL SOLICITORS LIMITED,HO,Mey HouseDT1 3QY,0844 2252061
BRABNERS CHAFFE STREET LLP,HO,Horton HouseL2 3YL,0151 600 3000
BRABNERS CHAFFE STREET LLP,BRN,55 King StreetM2 4LQ,0161 836 8800
BRABNERS CHAFFE STREET LLP,BRN,7-8 Chapel StreetPR1 8AN,01772 823921
BRACHER RAWLINS LLP,HO,Fox CourtWC1X 8HN,020 7404 9400
BRACHERS  LLP,BRN,81 London RoadME16 0DU,01622 690091
BRACHERS LLP,HO,Somerfield HouseME16 8JH,01622 690691
BRADLEY AND JEFFERIES SOLICITORS LIMITED,HO,58 Friar GateDE1 1DF,01332 221722
BRANDSWORTH,HO,28 Gillespie RoadN5 1LN,07919 575 020
BRETHERTONS LLP,HO,16 Church StreetCV21 3PW,01788 579579
BRETHERTONS LLP,BRN,26 Regent StreetCV21 2PS,01788 551611
BRETHERTONS LLP,BRN,The Robbins BuildingCV21 2SD,01788 579579
BRETHERTONS LLP,BRN,Strathmore HouseOX16 4QD,01295 270999
BRIAN DREWITT,HO,1 Levens RoadSK7 5DL,0845 260 0855
BRIFFA,HO,Business Design CentreN1 0QH,020 7288 6003
BRIGHTLAW LIMITED,HO,4 Longlands SpinneyBN14 9NU,03456 522 201
BRISTOWS,HO,100 Victoria EmbankmentEC4Y 0DH,020 7400 8000
BRM SOLICITORS,HO,Gray CourtS40 1LD,01246 555111
BROOKE NORTH LLP,HO,Crown HouseLS1 3BR,0113 297 9000
BROOKE NORTH LLP,BRN,Heron PlaceW1U 3QG,0870 120 8336
BROWNE JACOBSON LLP,HO,44 Castle GateNG1 7BJ,0115 976 6000
BROWNE JACOBSON LLP,BRN,Victoria Square HouseB2 4BU,0121 237 3900
BROWNE JACOBSON LLP,BRN,77 Gracechurch StreetEC3V 0AS,020 7337 1000
BROWNE JACOBSON TRUSTEES LIMITED,HO,44 Castle GateNG1 7BJ,0115 976 6000
BRUNSWICK COMPANY SECRETARIES LTD,HO,Harbour CourtPO6 4ST,02392 221 122
BRYAN CAVE,HO,88 Wood StreetEC2V 7AJ,0203 207 1100
BUCKLES SOLICITORS LLP,HO,Grant HousePE1 1NG,01733 888888
BUCKLES SOLICITORS LLP,BRN,3 St. Marys HillPE9 2DW,01780 484570
BUDE NATHAN IWANIER,HO,1 Temple Fortune ParadeNW11 0QN,020 8458 5656
BURGES SALMON LLP,HO,Narrow Quay HouseBS1 4AH,0117 939 2000
BURNETT,HO,80 Broom ParkTW11 9RR,0208 977 2442
BURROUGHS DAY,HO,14 Charlotte StreetBS1 5PT,0117 929 0333
BURROUGHS DAY,BRN,Combe HouseBS20 6BJ,01275 843213
BURSTALLS,HO,PO Box 31HU1 1JF,01482 621800
BUSINESS LAWYERS LIMITED,HO,Kingswick HouseSL5 7BH,01344 292302
BUSINESS LAWYERS LTD,BRN,DTE HouseBL9 8AT,
BUSS MURTON LAW LLP,HO,Wellington GateTN1 1HT,01892 510 222
BUSS MURTON LAW LLP,BRN,31 High StreetTN17 3EE,01580 712215
BUSS MURTON LAW LLP,BRN,Crown HouseDA1 1DZ,01322 220235
C J JONES SOLICITORS,HO,9 Mallow StreetEC1Y 8RQ,0207 253 7419
CALVERT SOLICITORS,HO,77 Weston StreetSE1 3RS,020 7234 0707
CAMERONS SOLICITORS LLP,HO,70 Wimpole StreetW1G 8AX,020 7866 6010
CANDEY LLP,HO,8 Stone BuildingsWC2A 3TA,020 3370 8888
CANNINGS CONNOLLY,HO,Hillgate HouseEC4M 7HQ,020 7329 9000
CAPSTICK DALE & PARTNERS,HO,224 Main RoadRM2 5HA,01708 722466
CAPSTICKS SOLICITORS LLP,HO,77-83 Upper Richmond RoadSW15 2TT,0208 780 2211
CAPSTICKS SOLICITORS LLP,BRN,35 Newhall StreetB3 3PU,
CAROLINE MILLER & CO,HO,Unit 4RH5 5LS,01306 627 160
CARR AND KAYE SOLICITORS,HO,No. 3NW3 6AJ,0333 900 0770
CARR AND KAYE SOLICITORS,BRN,30a The AvenueAL6 0PP,0845 241 5136
CASEY LEGAL,HO,12 EarlswoodPE2 5UG,01733 233301
CBY SOLICITORS,HO,Paddock CottageEX5 2ES,01404 822452
CFK LEGAL LIMITED,HO,32 Hope StreetL1 9BX,0151 708 6222
CFK LEGAL LIMITED,BRN,32 Hope StreetL1 9BX,0151 708 6222
CGA TRUSTEE AND EXECUTOR COMPANY LIMITED,HO,25 BancroftSG5 1JW,01462 454438
CH REGISTRARS LTD,HO,29-35 Old Queen StreetSW1H 9JD,2072229070
CHADWICK LAWRENCE LLP,HO,13 Railway StreetHD1 1JS,01484 519999
CHADWICK LAWRENCE LLP,BRN,23a Bull Close LaneHX1 2EF,01422 330601
CHADWICK LAWRENCE LLP,BRN,29/31 Commercial StreetLS27 8HX,0113 252 3452
CHADWICK LAWRENCE LLP,BRN,2A Red Hall CrescentWF1 2DF,01924 379 078
CHADWICK LAWRENCE LLP,BRN,First FloorLS28 7RG,
CHAPLIN & CO,HO,The FirsHA7 4JL,020 8954 8202
CHARLES COOK & COMPANY LIMITED,HO,Broad Quay HouseBS1 4DJ,01275 399929
CHARLES LUCAS & MARSHALL,HO,Radnor HouseRG14 5EU,01635 521212
CHARLES RUSSELL LLP,HO,5 Fleet PlaceEC4M 7RD,
CHARLES RUSSELL LLP,BRN,Bury Fields HouseGU2 4AZ,01483 252525
CHARLES RUSSELL LLP,BRN,Compass HouseGL50 2QJ,01242 221122
CHARLES RUSSELL LLP,BRN,Building 7600OX4 2JZ,0845 3590090
CHARLES RUSSELL LLP,BRN,Clarendon HouseCB2 8FH,01223 465465
CHARLES RUSSELL LLP,BRN,Kingsbury HouseSW1Y 6QU,020 7203 5000
CHATHAM CHAMBERS,HO,136 Chatham StreetRG1 7HT,0118 958 5855
CHATTERTONS,BRN,Chatterton HouseLN6 3JY,01522 814600
CHEBSEY LAW LIMITED,HO,51 London EndHP9 2HW,01494 670 440
CHEBSEY LAW LIMITED,BRN,10-12 High StreetSL1 7JH,01628 660 077
CHEBSEY LAW LIMITED,BRN,165 New RoadWD3 3HB,01923 775 651
CHRISTOPHER GIGG LIMITED,HO,Pearl Assurance HouseNG1 6BX,0115 947 6651
CHRISTOPHER J L RYAN,HO,Maggots End FarmCM23 1BJ,01279 815970
CHRISTOPHER MURRATT LIMITED,HO,c/o ActonsNG1 5BQ,0115 9100 200
CIPIT SOLICITORS,HO,127 Hampstead HouseNW3 6BT,020 8457 7457
CLAIRE BELL LIMITED,HO,c/o ActonsNG1 5BQ,0115 9100 200
CLARION SOLICITORS LLP,HO,Britannia ChambersLS1 3AX,0113 246 0622
CLARK HOLT,HO,Hardwick HouseSN1 3LJ,01793 617444
CLARKE WILLMOTT LLP,BRN,1 Georges SquareBS1 6BA,0845 209 1000
CLARKE WILLMOTT LLP,BRN,Burlington HouseSO30 2AF,0845 209 1000
CLARKS NOMINEES LIMITED,HO,One Forbury SquareRG1 3EB,0118 958 5321
CLARKSLEGAL LLP,HO,One Forbury SquareRG1 3EB,0118 958 5321
CLARKSLEGAL LLP,BRN,12-13 Henrietta StreetWC2E 8LH,0207 539 8000
CLARKSON WRIGHT & JAKES LLP,HO,Valiant HouseBR6 0PG,01689 887887
CLAYDENLAW LIMITED,HO,Prama HouseOX2 7HT,01865 339640
CLEARY GOTTLIEB STEEN & HAMILTON LLP,HO,City Place HouseEC2V 5EH,020 7614 2200
CLEGGS SOLICITORS,HO,Apex CourtNG11 7DD,0115 9775877
CLIFFORD CHANCE LLP,HO,10 Upper Bank StreetE14 5JJ,020 7006 1000
CLIFFORD CHANCE LLP,BRN,4 Coleman StreetEC2R 5JJ,020 7006 1000
CLIFFORD MILLER,HO,Burnhill Business CentreBR3 3LA,020 8 663 0044
CLIFTON INGRAM LLP,HO,22-24 Broad StreetRG40 1BA,0118 978 0099
CLIFTON INGRAM LLP,BRN,County HouseRG1 1DB,0118 957 3425
CLINTONS,HO,55 Drury LaneWC2B 5RZ,020 7379 6080
CLUTTERBUCK NOMINEES LIMITED,HO,c/o Shakespeare PutsmanB2 5DJ,0121 237 3000
CLYDE & CO INDIA LIMITED,HO,51 EastcheapEC3M 1JP,0207 623 1244
CLYDE & CO LLP,BRN,1 Stoke RoadGU1 4HW,01483 555555
CMS CAMERON MCKENNA LLP,HO,Mitre HouseEC1A 4DD,+44 (0)20 7367 3000
CO-OPERATIVE GROUP LEGAL SERVICES,HO,New Century HouseM60 4ES,0161 827 5296
COBBETTS LEE CROWDER NOMINEES LIMITED,HO,58 Mosley StreetM2 3HZ,8454042404
COBBETTS LEE CROWDER NOMINEES LIMITED,BRN,1 Whitehall RiversideLS1 4BN,0845 4042404
COBBETTS LEE CROWDER NOMINEES LIMITED,BRN,70 Gray's Inn RoadWC1X 8BT,0845 404 2404
COBBETTS LLP,HO,58 Mosley StreetM2 3HZ,0845 404 2404
COBBETTS LLP,BRN,1 Whitehall RiversideLS1 4BN,0845 4042404
COBBETTS LLP,BRN,One Colmore SquareB4 6AJ,0845 4042404
COBBETTS LLP,BRN,70 Gray's Inn RoadWC1X 8BT,0845 404 2404
COFFEY GRAHAM LLP,HO,1-6 Yarmouth PlaceW1J 7BU,020 3145 1170
COFFIN MEW LLP,HO,Fareham PointPO16 7AU,01329 825617
COFFIN MEW LLP,BRN,Kings Park HouseSO15 2UF,023 8033 4661
COFFIN MEW LLP,BRN,Bay HousePO6 4RS,023 9238 8021
COFFIN MEW LLP,BRN,60 Stoke RoadPO12 1PA,023 9252 3111
COLDHAM SHIELD & MACE,HO,123-127 Station RoadE4 6AG,020 8524 6323
COLEY & TILLEY,HO,Neville HouseB2 5UF,0121 643 5531
COLLINS BENSON GOLDHILL LLP,HO,26-28 Great Portland StreetW1W 8QT,020 7436 5151
COLLYER BRISTOW LLP,HO,4 Bedford RowWC1R 4DF,020 7242 7363
COMPLETE - THE LEGAL SHOP,BRN,5-6 Northumberland BuildingsBA1 2JE,
COMPLETE - THE LEGAL SHOP,BRN,1 Northumberland BuildingsBA1 2JB,01225 425731
CONYBEARE SOLICITORS,HO,Clearwater HouseW1U 3AE,0870 7530925
COPLEY CLARK & BENNETT,HO,36 Grove RoadSM1 1BS,020 8643 7221
COPLEY CLARK & BENNETT,BRN,Pathtrace HouseSM7 2NL,01737 362131
CORPORATE LEGAL,HO,Wight StonesPO33 1PQ,0845 458 9448
COUCHMANS LLP,HO,20-22 Bedford RowWC1R 4EB,020 7611 9660
COUSINS BUSINESS LAW,HO,PO Box 11543B13 0ZL,0121 778 3212
COVINGTON & BURLING LLP,HO,265 StrandWC2R 1BH,020 7067 2000
CRANELAW NOMINEES,HO,4 More London RiversideSE1 2AU,020 7379 0000
CRESSWELL & CO,HO,Lloyds Bank ChambersW4 1NP,0208 742 0070
CRIPPS HARRIES HALL LLP,HO,Wallside HouseTN1 1EG,01892 515 121
CRIPPS HARRIES HALL LLP,BRN,53 Chandos PlaceWC2N 4HS,0207 930 7879
CRIPPS SECRETARIES LIMITED,HO,Wallside HouseTN1 1EG,01892 515121
CRIPPS TRUST CORPORATION LIMITED,HO,Wallside HouseTN1 1EG,01892 515121
CROWELL & MORING,HO,11 Pilgrim StreetEC4V 6RN,+44 (0) 20 7413 0011
CRUTES LLP,HO,Great North HouseNE1 8ND,0191 233 9700
CRUTES LLP,BRN,Crutes HouseTS17 6EN,01642 623400
CRUTES LLP,BRN,13 Castle StreetCA3 8SY,01228 525195
CUMBERLAND ELLIS LLP,HO,Atrium CourtWC1R 4QR,020 7242 0422
CURRY POPECK,HO,87 Wimpole StreetW1G 9RL,020 7224 6633
CURTIS DAVIS GARRARD LLP,HO,Waterview HouseUB11 1AU,020 8734 2800
CURTIS MALLET-PREVOST COLT & MOSLE LLP,HO,53 New Broad StreetEC2M 1BB,020 7011 9500
CURZON HOUSE TRUSTEES LIMITED,BRN,Bull WharfBS1 6QR,1173218000
DALE AND CO SOLICITORS LIMITED,HO,11 Beaumont FeeLN1 1UH,01522 513 399
DARBYS SOLICITORS LLP,HO,52 New Inn Hall StreetOX1 2DN,01865 811700
DAVENPORT LYONS,HO,30 Old Burlington StreetW1S 3NL,020 7468 2600
DAVID DOWNTON & COMPANY,HO,Harefield ChambersMK19 7BB,01908 563030
DAVID GILLIES SOLICITOR,HO,Rohan HouseTN17 3LZ,01580 715523
DAVID ISAACS,HO,1 Berkshire RoadRG9 1ND,01491 577130
DAVIDSON LARGE LLP,HO,Royal HouseHG1 1EP,01423 727272
DAVIES ARNOLD COOPER LLP,HO,6-8 Bouverie StreetEC4Y 8DD,0207 936 2222
DAVIS & CO,HO,Misbourne HouseHP7 0DD,01494 787587
DAVIS & CO (SOLICITORS) LIMITED,HO,27 Old Gloucester StreetWC1N 3XX,0208 123 6373
DAVIS BLANK FURNISS,HO,Church HouseM3 2QJ,0161 832 3304
DAVIS BLANK FURNISS,BRN,10 Ellison StreetSK13 8BZ,01457 860606
DAWSONS LLP,HO,2 New SquareWC2A 3RZ,020 7421 4800
DEBORAH HUTCHINSON LIMITED,HO,Pearl Assurance HouseNG1 6BX,0115 947 6651
DECHERT LLP,HO,Times SquareEC4V 4QQ,020 7184 7000
DENISON TILL,HO,Stamford HouseYO1 9PP,01904 611411
DENTON WILDE SAPTE LLP,HO,One Fleet PlaceEC4M 7WS,020 7246 7000
DENTON WILDE SAPTE LLP,BRN,5 Chancery LaneEC4A 1BU,
DENTON WILDE SAPTE LLP,BRN,The PinnacleMK9 1FE,
DENTON WILDE SAPTE LLP,BRN,124 Chancery LaneWC2A 1PT,
DEVONSHIRES,HO,30 Finsbury CircusEC2M 7DT,020 7628 7576
DEWEY & LEBOEUF,HO,1 Minster CourtEC3R 7YL,020 7459 5000
DEWS WITCOMB,HO,87 London RoadLE2 0PF,0116 233 4499
DFA LAW LLP,HO,2 Waterside WayNN4 7XD,01604 609560
DICKINSON DEES (NOMINEES) LIMITED,HO,St. Anns WharfNE1 3DX,
DICKINSON DEES LLP,HO,St. Anns WharfNE1 3DX,0191 279 9000
DICKINSON DEES LLP,BRN,Camden HouseTS17 6QY,01642 631700
DICKINSON DEES LLP,BRN,One TrinityNE1 2HF,0191 279 9000
DICKINSON DEES LLP,BRN,The Chocolate WorksYO23 1DE,01904 612233
DICKINSON DEES LLP,BRN,Gate HouseEC4M 7LG,0844 984 1500
DICKINSON WOOD,HO,28 South ParadeDN1 2DJ,01302 329504
DIXON LAW LIMITED,HO,The Round FoundryLS11 5WH,0113 204 2470
DL LEGAL LLP,HO,Rahere HouseN13 4JR,0845 456 9800
DLA PIPER INTERNATIONAL LLP,HO,3 Noble StreetEC2V 7EE,08700 111 111
DLA PIPER UK LLP,HO,3 Noble StreetEC2V 7EE,08700 111 111
DLA PIPER UK LLP,BRN,1 St Paul's PlaceS1 2JX,08700 111 111
DLA PIPER UK LLP,BRN,Princes ExchangeLS1 4BY,+44 (0) 8700 111 111
DLA PIPER UK LLP,BRN,Victoria Square HouseB2 4DL,08700 111 111
DLA PIPER UK LLP,BRN,Seventh FloorL2 0NH,08700 111 111
