BATES WELLS & BRAITHWAITE,HO,27 Friars StreetCO10 2AD,01787 880440,solicitors@bwblegal.com, 01787 880488,: http://www.bwblegal.com,464882
BATES WELLS & BRAITHWAITE LONDON LLP,HO,2-6 Cannon StreetEC4M 6YH,020 7551 7777,mail@bwbllp.com, 020 7551 7800,: http://www.bwbllp.com,465497
BAVISI LEGAL LIMITED,HO,5 Reginald RoadHA6 1EG,01923 835870,operations@sra.org.uk,,,509666
BAYHAM SOLICITORS LLP,HO,The Bell HouseTN3 8BG,01892 891999,mva@bayhamsolicitors.com, 01892 890049,: http://www.bayhamsolicitors.com,447619
BAYHAM SOLICITORS LLP,BRN,Greenacres HouseTN15 8NG,01732 882546,nak@bayhamsolicitors.com, 01732 882546,,447629
BEACHCROFT LLP,BRN,7 Park Square EastLS1 2LW,0113 251 4700,operations@sra.org.uk, 0113 251 4900,: http://www.beachcroft.com,441029
BEACHCROFT LLP,BRN,30 EastcheapEC3M 1HD,020 7208 6800,operations@sra.org.uk, 020 7208 6801,: http://www.beachcroft.com,441030
BEALE AND COMPANY SOLICITORS LLP,HO,Garrick HouseWC2E 8JB,020 7240 3474,reception@beale-law.com, 020 7240 9111,: http://www.beale-law.com,408246
BEALE AND COMPANY SOLICITORS LLP,BRN,Venturers HouseBS1 4PB,0117 915 4021,reception@beale-law.com, 0117 915 4340,: http://www.beale-law.com,428799
BELL LAX SOLICITORS,HO,New Bank HouseB72 1QL,0121 355 0011,mail@belllax.com, 0121 355 0099,: http://www.belllax.com,192948
BENNETT GRIFFIN,HO,Shelley HouseBN11 3DG,01903 229 907,info@bennett-griffin.co.uk, 01903 229176,: http://www.bennett-griffin.co.uk,71569
BERG LEGAL,HO,35 Peter StreetM2 5BG,0161 833 9211,help@berg.co.uk, 0161 834 5566,: http://www.berg.co.uk,46978
BERMANS LLP,HO,Lancaster HouseL2 2QP,0151 224 0500,info@bermans.co.uk, 0151 236 2107,: http://www.bermans.co.uk,440596
BERMANS LLP,BRN,Cardinal HouseM3 2LY,0161 827 4600,info@bermans.co.uk, 0161 834 2402,: http://www.bermans.co.uk,440597
BERRY & WALTON LIMITED,HO,8 King StreetPE30 1ES,01553 764398,law@berryandwalton.co.uk, 01553 819490,: http://www.berryandwalton.co.uk,419532
BERRY & WALTON LIMITED,BRN,8 High StreetPE31 7ER,01485 571366,operations@sra.org.uk, 01485 572466,,419533
BERRY SMITH LLP,BRN,1 Northumberland AvenueWC2N 5BW,0845 6038337,smoore@berrysmith.com, 0845 6034524,: http://www.berrysmith.com,468004
BERRYMAN SHACKLOCK LLP,HO,Park HouseNG1 6DN,0845 310 7200,legal@berrymanshacklock.co.uk, 0845 310 7210,: http://www.berrymanshacklock.co.uk,400083
BERRYMANS LACE MAWER LLP,HO,Kings HouseM3 2NU,0161 236 2002,info@blm-law.com, 0161 832 7956,: http://www.blm-law.com,499736
BERRYMANS LACE MAWER LLP,BRN,Salisbury HouseEC2M 5QN,0207 638 2811,info@blm-law.com, 0207 920 0361,: http://www.blm-law.com,510103
BERRYMANS LACE MAWER LLP,BRN,63 Temple RowB2 5LS,0121 643 8777,info@blm-law.com, 0121 643 4909,: http://www.blm-law.com,510104
BERRYMANS LACE MAWER LLP,BRN,4th Floor  Park Row HouseLS1 5JF,0113 236 2002,info@blm-law.com, 0113 244 2002,: http://www.blm-law.com,510106
BERRYMANS LACE MAWER LLP,BRN,Castle ChambersL2 9SU,0151 236 2002,info@blm-law.com, 0151 236 2585,: http://www.blm-law.com,510111
BERRYMANS LACE MAWER LLP,BRN,Charlotte PlaceSO14 0TB,023 8023 6464,info@blm-law.com, 023 8023 6117,: http://www.blm-law.com,510112
BERRYMANS LACE MAWER LLP,BRN,Innovation HouseTS18 3TN,01642 661 630,info@blm-law.com, 01642 661 631,: http://www.blm-law.com,510115
BERWIN LEIGHTON PAISNER LLP,HO,Adelaide HouseEC4R 9HA,0207 760 1000,operations@sra.org.uk, 0207 760 1111,: http://www.blplaw.com,426866
BERWIN LEIGHTON PAISNER LLP,BRN,St Magnus HouseEC3R 6HA,0207 760 1000,operations@sra.org.uk, 0207 760 1111,,426875
BESWICKS,HO,LakesideST1 5RY,01782 205 000,operations@sra.org.uk, 01782 285 986,: http://www.beswicks.com,71792
BESWICKS,BRN,27-28 Tower SquareST6 5AB,01782 205000,operations@sra.org.uk, 01782 575389,,71793
BESWICKS,BRN,Alexander HouseST1 3DX,01782 205 000,operations@sra.org.uk, 01782 404665,: http://www.beswicks.com,291388
BEVAN BRITTAN LLP,HO,Kings OrchardBS2 0HQ,0870 194 1000,info@bevanbrittan.com, 0870 194 1001,: http://www.bevanbrittan.com,406315
BEVAN BRITTAN LLP,BRN,Fleet Place HouseEC4M 7RF,0870 194 1000,info@bevanbrittan.com, 0870 194 7800,: http://www.bevanbrittan.com,406346
BEVAN BRITTAN LLP,BRN,Interchange PlaceB3 2TA,0870 194 5000,info@bevanbrittan.com, 0870 194 5001,: http://www.bevanbrittan.com,406347
BEVANS BRAY WALKER LIMITED,HO,Grove HouseBS6 6UL,0117 923 7249,abevan@bevans.co.uk, 0117 923 7253,: http://www.bevans.co.uk,463377
BEVANS DEBT RECOVERY SOLICITORS,HO,Grove HouseBS6 6UL,01179 237249,info@bevans.co.uk, 01179 237253,: http://www.bevans.co.uk,77472
BHW COMMERCIAL SOLICITORS,HO,5 Grove CourtLE19 1SA,0116 289 7000,info@bhwlaw.co.uk, 0116 281 6229,: http://www.bhwlaw.co.uk,383490
BINGHAM MCCUTCHEN (LONDON) LLP,HO,41 LothburyEC2R 7HF,0207 661 5300,operations@sra.org.uk, 0207 661 5400,: http://www.bingham.com,328388
BIRCHAM DYSON BELL LLP,HO,50 BroadwaySW1H 0BL,020 7227 7000,operations@sra.org.uk, 020 7222 3480,: http://www.bdb-law.co.uk,448617
BIRD & BIRD LLP,HO,15 Fetter LaneEC4A 1JP,0207 415 6000,london@twobirds.com, 0207 415 6111,: http://www.twobirds.com,497264
BIRKETT LONG LLP,HO,Essex HouseCO3 3HH,01206 217 300,operations@sra.org.uk, 01206 711337,: http://www.birkettlong.co.uk,488404
BIRKETT LONG LLP,BRN,1 Legg StreetCM1 1JS,01245 453847,operations@sra.org.uk, 01245 453901,: http://www.birkettlong.co.uk,488419
BIRKETTS LLP,HO,24-26 Museum StreetIP1 1HZ,01473 232300,mail@birketts.co.uk, 01473 230524,: http://www.birketts.co.uk,441849
BIRKETTS LLP,BRN,KINGFISHER HOUSENR3 1UB,01603 756400,mail@birketts.co.uk, 01603 230533,: http://www.birketts.co.uk,441886
BIRKETTS LLP,BRN,Daedalus HouseCB1 2RE,01223 326600,mail@birketts.co.uk, 01223 326629,: http://www.birketts.co.uk,484544
BLAKE LAPTHORN,HO,Harbour CourtPO6 4ST,023 9222 1122,info@bllaw.co.uk, 023 9222 1123,: http://www.bllaw.co.uk/,448793
BLAKE LAPTHORN,BRN,New Kings CourtSO53 3LG,023 809 08090,info@bllaw.co.uk, 023 809 08092,: http://www.bllaw.co.uk/,448832
BLAKE LAPTHORN,BRN,Seacourt TowerOX2 0FB,01865 248607,infor@bllaw.co.uk, 01865 244983,: http://www.bllaw.co.uk/,448859
BLAKE LAPTHORN,BRN,Watchmaker Court WestEC1M 4DB,020 7405 2000,info@bllaw.co.uk, 020 7814 9421,: http://www.bllaw.co.uk/,448868
BLAKE-TURNER & CO,HO,128-129 MinoriesEC3N 1PB,020 7480 6655,rupert.farr@blaketurner.com, 020 7481 4837,,176395
BLAKELEY SOLICITORS,HO,2 Sowden GrangeBD13 3TH,01274 831 141,sblakeley@btinternet.com, 01274 831 140,,524475
BLAKEMORES SOLICITORS LDP,HO,40 Great Charles StreetB3 2AT,0844 873 5000,birmingham@blakemores.co.uk, 0844 873 5396,: http://www.blakemores.co.uk,47251
BLAKEMORES SOLICITORS LDP,BRN,1 Clarendon PlaceCV32 5QL,0844 873 5500,leamington@blakemores.co.uk, 0844 873 5599,: http://www.blakemores.co.uk,47262
BOARDMANS,HO,25 Southampton BuildingsWC2A 1AL,020 3043 8865,Admin@BoardmanLaw.co.uk, 0207 900 1985,: http://www.BoardmanLaw.co.uk,383274
BOLTON SOLICITORS,HO,Old Bank ChambersBL4 7NS,01204 704090,enquiries@boltonsolicitors.com, 01204 792852,: http://www.boltonsolicitors.com,329535
BONALLACK & BISHOP,HO,Rougemont HouseSP1 1LY,01722 422300,salisbury@bishopslaw.com, 01722 422121,: http://www.bishopslaw.com,76483
BOND PEARCE LLP,HO,3 Temple Back EastBS1 6DZ,0845 415 0000,info@bondpearce.com, 0845 415 6900,: http://www.bondpearce.com,420640
BOND PEARCE LLP,BRN,Ballard HousePL1 3AE,0845 415 0000,info@bondpearce.com, 0845 415 7900,: http://www.bondpearce.com,420693
BOND PEARCE LLP,BRN,Oceana HouseSO15 1GA,0845 415 0000,info@bondpearce.com, 0845 415 8200,: http://www.bondpearce.com,420696
BOND PEARCE LLP,BRN,8th FloorEC3R 7LP,0845 415 0000,info@bondpearce.com, 0845 415 6200,: http://www.bondpearce.co.,420697
BOODLE HATFIELD,HO,89 New Bond StreetW1S 1DA,020 7629 7411,law@boodlehatfield.com, 020 7629 2621,: http://www.boodlehatfield.com,47388
BOODLE HATFIELD,BRN,6 Worcester StreetOX1 2BX,01865 790744,law@boodlehatfield.com, 01865 798764,: http://www.boodlehatfield.com,47391
BORNEOS LLP,HO,77-97 Harpur StreetMK40 2SY,01234 353 221,mail@borneos.co.uk, 01234 353 808,: http://www.borneos.co.uk,419644
BORNEOS LLP,BRN,Chancery HouseMK9 1JL,01908 696 002,mail@borneos.co.uk, 01908 677 640,: http://www.borneos.co.uk,419645
BORNEOS LLP,BRN,60 High StreetMK16 8AQ,01908 613 545,mail@borneos.co.uk, 01908 210 654,: http://www.borneos.co.uk,419646
BPE SOLICITORS LLP,HO,St. James' HouseGL50 3PR,01242 224433,bpe@bpe.co.uk, 01242 574285,: http://www.bpe.co.uk,520350
BRABNERS CHAFFE STREET LLP,HO,Horton HouseL2 3YL,0151 600 3000,operations@sra.org.uk, 0151 227 3185,: http://www.brabnerschaffestreet.com,420634
BRABNERS CHAFFE STREET LLP,BRN,55 King StreetM2 4LQ,0161 836 8800,operations@sra.org.uk, 0161 836 8801,: http://www.brabnerschaffestreet.com,421058
BRABNERS CHAFFE STREET LLP,BRN,7-8 Chapel StreetPR1 8AN,01772 823921,operations@sra.org.uk, 01772 201918,: http://www.brabnerschaffestreet.com,421059
BRACHER RAWLINS LLP,HO,Fox CourtWC1X 8HN,020 7404 9400,brlaw@bracherrawlins.co.uk, 020 7404 9401,: http://www.bracherrawlins.co.uk,447047
BRACHERS  LLP,BRN,81 London RoadME16 0DU,01622 690091,info@brachers.co.uk, 01622 681430,: http://www.brachers.co.uk,488063
BRECHER,HO,Heron PlaceW1U 3QG,020 7563 1000,admin@brecher.co.uk, 020 7486 7796,: http://www.brecher.co.uk,75022
BRIAN DREWITT,HO,1 Levens RoadSK7 5DL,0845 260 0855,brian.drewitt@briandrewitt.co.uk, 0870 051 1232,: http://www.briandrewitt.co.uk,284645
BRIDGE MCFARLAND,HO,19 South St. Marys GateDN31 1JE,01472 311711,tji@bmcf.co.uk, 01472 311500,: http://www.bmcf.co.uk,71606
BRIGHT (SOUTH WEST) LLP,HO,Tamar Science ParkPL6 8BX,01752 764848,info@brightllp.co.uk, 01752 764845,: http://www.brightllp.co.uk,444635
BRIGHT (SOUTH WEST) LLP,BRN,Yelverton Business ParkPL20 7PE,,operations@sra.org.uk,,: http://www.brightllp.co.uk,519675
BRINDLEY TWIST TAFFT & JAMES,HO,Lowick GateCV3 4FJ,024 7653 1532,admin@bttj.com, 024 7630 1300,: http://www.bttj.co.uk,44199
BRM SOLICITORS,HO,Gray CourtS40 1LD,01246 555111,post@brmlaw.co.uk, 01246 554411,: http://www.brmlaw.co.uk,73284
BROOKE NORTH LLP,HO,Crown HouseLS1 3BR,0113 297 9000,info@brookenorth.co.uk, 0113 283 3999,: http://www.brookenorth.co.uk,439527
BROOKE NORTH LLP,HO,Crown HouseLS1 3BR,0113 297 9000,info@brookenorth.co.uk, 0113 283 3999,: http://www.brookenorth.co.uk,439527
BROOKE NORTH LLP,BRN,Heron PlaceW1U 3QG,0870 120 8336,saf@brookenorthllp.co.uk, 0870 120 8337,,439530
BROWNE JACOBSON LLP,HO,44 Castle GateNG1 7BJ,0115 976 6000,INFO@BROWNEJACOBSON.COM, 0115 947 5246,: http://WWW.BROWNEJACOBSON.COM,401163
BROWNE JACOBSON LLP,BRN,Victoria Square HouseB2 4BU,0121 237 3900,birmingham@brownejacobson.com, 0121 236 1291,: http://www.brownejacobson.com,401164
BROWNE JACOBSON LLP,BRN,77 Gracechurch StreetEC3V 0AS,020 7337 1000,lon@brownejacobson.com, 020 7929 1724,: http://www.brownejacobson.com,401165
BROWNE JACOBSON TRUSTEES LIMITED,HO,44 Castle GateNG1 7BJ,0115 976 6000,operations@sra.org.uk, 0115 947 5246,,76540
BRUNSWICKS LLP,HO,Suite 3CH41 5AS,08455 190 690,keith.lewin@brunswicks.eu, 08455 190 699,: http://www.brunswicks.eu,419767
BTMK SOLICITORS LLP,HO,County ChambersSS1 1BB,01702 339222,btmk@btmk.co.uk, 01702 331563,: http://www.btmk.co.uk,423137
BTMK SOLICITORS LLP,BRN,61 New London RoadCM2 0ND,01245 496565,operations@sra.org.uk, 01245 499020,,423138
BUCKLES SOLICITORS LLP,HO,Grant HousePE1 1NG,01733 888888,enquiries@buckles-law.co.uk, 01733 888999,: http://www.buckles-law.co.uk,419965
BULLER JEFFRIES,HO,36 Bennetts HillB2 5SN,0121 212 2620,info@bullerjeffries.com, 0121 212 2210,: http://www.bullerjeffries.com,44415
BULLER JEFFRIES,BRN,Bank HouseCV1 2EW,024 7622 8734,cov@bullerjeffries.com, 024 7663 2820,: http://www.bullerjeffries.com,44416
BURGES SALMON LLP,HO,Narrow Quay HouseBS1 4AH,0117 939 2000,email@burges-salmon.com, 0117 902 4400,: http://www.burges-salmon.com,401114
BURKETTS SOLICITORS,HO,Suite 4SS1 2NE,1702462323,burketts@btconnect.com, 01702 462513,: http://www.burketts.co.uk,462187
BURNETTS,HO,6 Victoria PlaceCA1 1ES,01228 55 22 22,info@burnetts.co.uk, 01228 52 23 99,: http://www.burnetts.co.uk,44469
BURNETTS,BRN,Montgomery WayCA1 2TQ,01228 55 2222,operations@sra.org.uk, 01228 55 2299,,351685
BURNETTS,BRN,Rotterdam HouseNE1 3DY,,info@burnetts.co.uk,,: http://www.burnetts.co.ik,517571
C E LAW,HO,Grange HouseCH43 4XN,0151 670 0456,dj@celawyers.com, 0151 670 0678,: http://www.celawyers.com,382671
C H DOWNTON,HO,Number OneDN4 5FB,01302 360060,mail@chdownton.com, 01302 360505,,76197
C J HOUGH & CO LIMITED,HO,2 Oak CottageRH11 7ST,1293734596,reception@cjhough.co.uk, 0207 0234927,: http://www.cjhough.co.uk,468430
CA LAW,HO,4 Nidd HouseDN4 5NL,01302 347755,enquiries@calaw.co.uk, 01302 730777,: http://www.CALAW.co.uk,493967
CALNAN COX,HO,Catherine HouseNN6 9BX,01604 882 287,operations@sra.org.uk, 01604 882 247,: http://www.calnancox.co.uk,423232
CALVERT SOLICITORS,HO,77 Weston StreetSE1 3RS,020 7234 0707,mail@calvertsolicitors.co.uk, 020 7234 0909,: http://www.calvertsolicitors.co.uk,76488
CAMIDGE & CO SOLICITORS,HO,13-14 Park PlaceLS1 2SJ,0113 2457859,info@camidge.co.uk, 0113 2457942,: http://www.camidge.co.uk,406596
CANAL LEGAL,HO,Danby HouseHG4 1QN,01765 606 666,operations@sra.org.uk, 01765 606 999,: http://www.canallegal.co.uk,383604
CANNINGS CONNOLLY,HO,Hillgate HouseEC4M 7HQ,020 7329 9000,email@cclaw.co.uk, 020 7329 5000,: http://www.cclaw.co.uk,75138
CAPSTICKS SOLICITORS LLP,HO,77-83 Upper Richmond RoadSW15 2TT,0208 780 2211,info@capsticks.co.uk, 0208 780 1141,: http://www.capsticks.com,497585
CAYTON & CO,HO,150 MinoriesEC3N 1LS,0207 264 2242,cayton@caytonslaw.com, 0207 264 2243,: http://www.caytonslaw.com,510667
CERTUS SOLICITORS,HO,33 Manor RowBD1 4PS,01274 722 199,naheem.anwar@certuslegal.co.uk, 01274 722 741,,471577
CHADWICK LAWRENCE LLP,BRN,2A Red Hall CrescentWF1 2DF,01924 379 078,operations@sra.org.uk,,,486607
CHALLINORS,HO,Guardian HouseB70 8SW,0121 553 3211,info@challinors.co.uk, 0121 553 2079,: http://www.challinors.co.uk,210165
CHALLINORS,BRN,Edmund HouseB3 3EF,0121 212 9393,info@challinors.co.uk, 0121 212 3422,: http://www.challinors.co.uk,210166
CHALLINORS,BRN,The Wilkins BuildingNG4 2JQ,0115 8714510,info@challinors.co.uk, 0115 9403440,: http://www.challinors.co.uk,439746
CHALLINORS SHELTONS,BRN,47 Queen StreetWV1 3BJ,01902 428121,info@challinors.co.uk, 01902 424373,: http://www.challinors.co.uk,515457
CHARLES BROWN SOLICITORS,HO,Quoin HouseSM1 4RR,+44 (0) 20 8722 8868,clb@charles-brown.co.uk, +44 (0) 20 8722 8869,: http://www.charles-brown.co.uk,424506
CHARLES LUCAS & MARSHALL,HO,Radnor HouseRG14 5EU,01635 521212,operations@sra.org.uk, 01635 37784,: http://www.clmlaw.co.uk,53438
CHARLES LUCAS & MARSHALL,BRN,28 High StreetRG17 0NF,01488 682506,ceri.davies@clmlaw.co.uk, 01488 684824,: http://www.clmlaw.co.uk,53439
CHARLES LUCAS & MARSHALL,BRN,48 Newbury StreetOX12 8DF,01235 771 234,david.thomas@clmlaw.co.uk, 01235 772 234,: http://www.clmlaw.co.uk,53440
CHARLES LUCAS & MARSHALL,BRN,Eastcott HouseSN1 3EP,01793 511055,hugh.ellins@clmlaw.co.uk, 01793 610518,: http://www.clmlaw.co.uk,53441
CHARLES RUSSELL LLP,HO,5 Fleet PlaceEC4M 7RD,,caroline.bryam@charlesrussell.co.uk, 020 723 0200,: http://www.charlesrussell.co.uk,420625
CHARLES RUSSELL LLP,BRN,Bury Fields HouseGU2 4AZ,01483 252525,operations@sra.org.uk, 01483 252550,: http://www.charlesrussell.co.uk,420629
